TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_1154,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,16
T_1155,29,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_1156,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1157,24,12,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_1158,11,8,5,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1159,12,8,8,9,11,9,12,10,11,11,14,13,10,10,11,8
T_1160,28,20,20,30,19,22,29,23,25,25,32,31,23,23,25,20
T_1161,31,22,22,34,30,18,33,26,28,28,36,35,26,26,28,22
T_1162,25,18,17,27,24,20,18,20,22,22,28,28,20,20,22,17
T_1163,39,28,27,42,38,31,41,22,35,35,44,43,32,32,35,27
T_1164,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11
T_1165,14,10,10,15,14,11,15,11,12,9,16,16,12,12,12,10
T_1166,16,12,11,18,16,13,17,13,14,15,13,18,13,13,14,11
T_1167,30,22,21,33,29,24,32,25,27,27,34,23,25,25,27,21
T_1168,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25
T_1169,22,15,15,23,21,17,23,18,19,20,25,24,18,12,19,15
T_1170,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_1171,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,13
T_1172,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1173,22,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_1174,42,21,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1175,16,12,8,18,16,13,17,13,14,15,18,18,13,13,14,11
T_1176,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23
T_1177,19,14,14,21,13,16,20,16,17,18,22,22,16,16,17,14
T_1178,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_1179,28,20,20,30,27,22,20,23,25,25,32,31,23,23,25,20
T_1180,38,27,27,41,37,30,39,22,34,34,43,42,31,31,34,26
T_1181,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_1182,34,25,24,37,33,28,36,28,31,22,39,38,28,28,31,24
T_1183,18,13,13,20,18,15,19,15,16,17,15,20,15,15,16,13
T_1184,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_1185,24,17,17,26,23,19,25,19,21,21,27,26,14,20,21,17
T_1186,37,26,26,40,35,29,38,30,33,33,42,41,30,21,33,26
T_1187,17,12,12,19,17,14,18,14,15,16,20,19,14,14,11,12
T_1188,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,6
T_1189,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1190,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1191,22,11,15,23,21,17,23,18,19,20,25,24,18,18,19,15
T_1192,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_1193,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_1194,20,15,14,22,14,16,21,17,18,19,23,23,17,17,18,14
T_1195,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_1196,33,24,24,36,32,27,24,27,30,30,38,37,28,28,30,23
T_1197,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_1198,37,26,26,40,35,29,38,30,23,33,42,41,30,30,33,26
T_1199,36,25,25,39,34,28,37,29,32,23,41,39,29,29,32,25
T_1200,42,30,30,46,41,34,44,34,37,38,34,47,35,35,37,29
T_1201,19,14,14,21,19,16,20,16,17,18,22,15,16,16,17,14
T_1202,33,24,24,36,32,27,35,27,30,30,38,37,19,28,30,23
T_1203,38,27,27,41,37,30,39,31,34,34,43,42,31,22,34,26
T_1204,20,15,14,22,20,16,21,17,18,19,23,23,17,17,13,14
T_1205,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,9
T_1206,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1207,23,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_1208,18,9,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_1209,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26
T_1210,42,30,30,32,41,34,44,34,37,38,48,47,35,35,37,29
T_1211,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25
T_1212,42,30,30,46,41,24,44,34,37,38,48,47,35,35,37,29
T_1213,42,30,30,46,41,34,31,34,37,38,48,47,35,35,37,29
T_1214,42,30,30,46,41,34,44,24,37,38,48,47,35,35,37,29
T_1215,33,24,24,36,32,27,35,27,21,30,38,37,28,28,30,23
T_1216,15,11,11,16,15,12,16,12,13,10,17,17,12,12,13,11
T_1217,40,29,28,43,39,32,42,33,36,36,32,44,33,33,36,28
T_1218,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_1219,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_1220,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29
T_1221,43,31,30,47,42,34,45,35,38,39,49,48,36,36,27,30
T_1222,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,16
T_1223,40,29,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1224,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1225,13,6,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1226,29,21,14,32,28,23,30,24,26,26,33,32,24,24,26,20
T_1227,26,19,18,20,25,21,27,21,23,23,29,29,21,21,23,18
T_1228,14,10,10,15,9,11,15,11,12,13,16,16,12,12,12,10
T_1229,31,22,22,34,30,18,33,26,28,28,36,35,26,26,28,22
T_1230,40,29,28,43,39,32,29,33,36,36,45,44,33,33,36,28
T_1231,33,24,24,36,32,27,35,19,30,30,38,37,28,28,30,23
T_1232,39,28,27,42,38,31,41,32,24,35,44,43,32,32,35,27
T_1233,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_1234,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_1235,28,20,20,30,27,22,29,23,25,25,32,22,23,23,25,20
T_1236,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_1237,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_1238,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_1239,10,7,7,11,9,8,10,8,9,9,11,11,8,8,9,5
T_1240,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_1241,16,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16
T_1242,37,18,26,40,35,29,38,30,33,33,42,41,30,30,33,26
T_1243,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1244,40,29,28,30,39,32,42,33,36,36,45,44,33,33,36,28
T_1245,38,27,27,41,26,30,39,31,34,34,43,42,31,31,34,26
T_1246,23,16,16,25,22,13,24,19,20,20,26,25,19,19,20,16
T_1247,43,31,30,47,42,34,32,35,38,39,49,48,36,36,38,30
T_1248,18,13,13,20,18,15,19,10,16,17,21,20,15,15,16,13
T_1249,19,14,14,21,19,16,20,16,12,18,22,22,16,16,17,14
T_1250,40,29,28,43,39,32,42,33,36,25,45,44,33,33,36,28
T_1251,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7
T_1252,39,28,27,42,38,31,41,32,35,35,44,30,32,32,35,27
T_1253,32,23,23,35,31,26,34,26,29,29,37,36,19,27,29,23
T_1254,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_1255,30,22,21,33,29,24,32,25,27,27,34,33,25,25,19,21
T_1256,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18
T_1257,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1258,8,8,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1259,31,16,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_1260,10,7,5,11,9,8,10,8,9,9,11,11,8,8,9,7
T_1261,28,20,20,21,27,22,29,23,25,25,32,31,23,23,25,20
T_1262,37,26,26,40,25,29,38,30,33,33,42,41,30,30,33,26
T_1263,24,17,17,26,23,13,25,19,21,21,27,26,20,20,21,17
T_1264,25,18,17,27,24,20,18,20,22,22,28,28,20,20,22,17
T_1265,19,14,14,21,19,16,20,11,17,18,22,22,16,16,17,14
T_1266,15,11,11,16,15,12,16,12,9,14,17,17,12,12,13,11
T_1267,30,22,21,33,29,24,32,25,27,19,34,33,25,25,27,21
T_1268,22,15,15,23,21,17,23,18,19,20,17,24,18,18,19,15
T_1269,20,15,14,22,20,16,21,17,18,19,23,16,17,17,18,14
T_1270,42,30,30,46,41,34,44,34,37,38,48,47,24,35,37,29
T_1271,12,8,8,13,11,9,12,10,11,11,14,13,10,7,11,8
T_1272,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25
T_1273,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,18
T_1274,25,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_1275,8,8,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1276,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1277,40,29,20,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1278,30,22,21,23,29,24,32,25,27,27,34,33,25,25,27,21
T_1279,17,12,12,19,12,14,18,14,15,16,20,19,14,14,15,12
T_1280,19,14,14,21,19,11,20,16,17,18,22,22,16,16,17,14
T_1281,34,25,24,37,33,28,25,28,31,31,39,38,28,28,31,24
T_1282,27,19,19,29,26,22,28,15,24,24,31,30,22,22,24,19
T_1283,30,22,21,33,29,24,32,25,19,27,34,33,25,25,27,21
T_1284,41,29,29,44,40,33,43,34,36,26,47,45,34,34,37,29
T_1285,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7
T_1286,17,12,12,19,17,14,18,14,15,16,20,13,14,14,15,12
T_1287,23,16,16,25,22,18,24,19,20,20,26,25,13,19,20,16
T_1288,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29
T_1289,30,22,21,33,29,24,32,25,27,27,34,33,25,25,19,21
T_1290,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18
T_1291,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_1292,25,25,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1293,15,8,11,16,15,12,16,12,13,14,17,17,12,12,13,11
T_1294,20,15,10,22,20,16,21,17,18,19,23,23,17,17,18,14
T_1295,41,29,29,31,40,33,43,34,36,37,47,45,34,34,37,29
T_1296,27,19,19,29,18,22,28,22,24,24,31,30,22,22,24,19
T_1297,20,15,14,22,20,11,21,17,18,19,23,23,17,17,18,14
T_1298,9,6,6,9,8,7,6,7,8,8,10,10,7,7,8,6
T_1299,36,25,25,39,34,28,37,20,32,32,41,39,29,29,32,25
T_1300,14,10,10,15,14,11,15,11,9,13,16,16,12,12,12,10
T_1301,12,8,8,13,11,9,12,10,11,8,14,13,10,10,11,8
T_1302,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7
T_1303,23,16,16,25,22,18,24,19,20,20,26,18,19,19,20,16
T_1304,29,21,21,32,28,23,30,24,26,26,33,32,17,24,26,20
T_1305,38,27,27,41,37,30,39,31,34,34,43,42,31,22,34,26
T_1306,18,13,13,20,18,15,19,15,16,17,21,20,15,15,11,13
T_1307,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,13
T_1308,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1309,25,25,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1310,34,17,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1311,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6
T_1312,13,9,9,10,13,10,14,11,12,12,15,14,11,11,12,9
T_1313,13,9,9,14,9,10,14,11,12,12,15,14,11,11,12,9
T_1314,9,6,6,9,8,5,9,7,8,8,10,10,7,7,8,6
T_1315,12,8,8,13,11,9,9,10,11,11,14,13,10,10,11,8
T_1316,31,22,22,34,30,25,33,18,28,28,36,35,26,26,28,22
T_1317,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_1318,40,29,28,43,39,32,42,33,36,25,45,44,33,33,36,28
T_1319,39,28,27,42,38,31,41,32,35,35,31,43,32,32,35,27
T_1320,33,24,24,36,32,27,35,27,30,30,38,26,28,28,30,23
T_1321,31,22,22,34,30,25,33,26,28,28,36,35,18,26,28,22
T_1322,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_1323,17,12,12,19,17,14,18,14,15,16,20,19,14,14,11,12
T_1324,29,21,21,32,28,23,30,24,26,26,33,32,24,24,26,14
T_1325,23,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16
T_1326,26,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26
T_1327,16,8,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_1328,17,12,9,19,17,14,18,14,15,16,20,19,14,14,15,12
T_1329,37,26,26,28,35,29,38,30,33,33,42,41,30,30,33,26
T_1330,22,15,15,23,15,17,23,18,19,20,25,24,18,18,19,15
T_1331,25,18,17,27,24,14,26,20,22,22,28,28,20,20,22,17
T_1332,34,25,24,37,33,28,25,28,31,31,39,38,28,28,31,24
T_1333,43,31,30,47,42,34,45,25,38,39,49,48,36,36,38,30
T_1334,43,31,30,47,42,34,45,35,27,39,49,48,36,36,38,30
T_1335,23,16,16,25,22,18,24,19,20,14,26,25,19,19,20,16
T_1336,33,24,24,36,32,27,35,27,30,30,27,37,28,28,30,23
T_1337,23,16,16,25,22,18,24,19,20,20,26,18,19,19,20,16
T_1338,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25
T_1339,42,30,30,46,41,34,44,34,37,38,48,47,35,24,37,29
T_1340,13,9,9,14,13,10,14,11,12,12,15,14,11,11,8,9
T_1341,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,17
T_1342,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18
T_1343,11,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_1344,26,13,18,28,25,21,27,21,23,23,29,29,21,21,23,18
T_1345,28,20,14,30,27,22,29,23,25,25,32,31,23,23,25,20
T_1346,23,16,16,17,22,18,24,19,20,20,26,25,19,19,20,16
T_1347,14,10,10,15,9,11,15,11,12,13,16,16,12,12,12,10
T_1348,43,31,30,47,42,24,45,35,38,39,49,48,36,36,38,30
T_1349,22,15,15,23,21,17,16,18,19,20,25,24,18,18,19,15
T_1350,15,11,11,16,15,12,16,9,13,14,17,17,12,12,13,11
T_1351,19,14,14,21,19,16,20,16,12,18,22,22,16,16,17,14
T_1352,40,29,28,43,39,32,42,33,36,25,45,44,33,33,36,28
T_1353,11,8,8,12,10,9,11,9,10,10,9,12,9,9,10,8
T_1354,19,14,14,21,19,16,20,16,17,18,22,15,16,16,17,14
T_1355,14,10,10,15,14,11,15,11,12,13,16,16,8,12,12,10
T_1356,32,23,23,35,31,26,34,26,29,29,37,36,27,19,29,23
T_1357,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_1358,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,16
T_1359,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_1360,9,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1361,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_1362,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1363,14,10,10,11,14,11,15,11,12,13,16,16,12,12,12,10
T_1364,19,14,14,21,13,16,20,16,17,18,22,22,16,16,17,14
T_1365,33,24,24,36,32,19,35,27,30,30,38,37,28,28,30,23
T_1366,24,17,17,26,23,19,17,19,21,21,27,26,20,20,21,17
T_1367,14,10,10,15,14,11,15,8,12,13,16,16,12,12,12,10
T_1368,22,15,15,23,21,17,23,18,13,20,25,24,18,18,19,15
T_1369,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_1370,39,28,27,42,38,31,41,32,35,35,31,43,32,32,35,27
T_1371,34,25,24,37,33,28,36,28,31,31,39,27,28,28,31,24
T_1372,20,15,14,22,20,16,21,17,18,19,23,23,12,17,18,14
T_1373,33,24,24,36,32,27,35,27,30,30,38,37,28,19,30,23
T_1374,33,24,24,36,32,27,35,27,30,30,38,37,28,28,21,23
T_1375,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,8
T_1376,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_1377,23,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_1378,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1379,19,14,10,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1380,39,28,27,29,38,31,41,32,35,35,44,43,32,32,35,27
T_1381,25,18,17,27,17,20,26,20,22,22,28,28,20,20,22,17
T_1382,17,12,12,19,17,10,18,14,15,16,20,19,14,14,15,12
T_1383,11,8,8,12,10,9,8,9,10,10,12,12,9,9,10,8
T_1384,9,6,6,9,8,7,9,5,8,8,10,10,7,7,8,6
T_1385,29,21,21,32,28,23,30,24,18,26,33,32,24,24,26,20
T_1386,9,6,6,9,8,7,9,7,8,5,10,10,7,7,8,6
T_1387,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_1388,40,29,28,43,39,32,42,33,36,36,45,31,33,33,36,28
T_1389,25,18,17,27,24,20,26,20,22,22,28,28,14,20,22,17
T_1390,16,12,11,18,16,13,17,13,14,15,18,18,13,9,14,11
T_1391,42,30,30,46,41,34,44,34,37,38,48,47,35,35,26,29
T_1392,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,13
T_1393,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_1394,20,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_1395,42,21,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1396,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6
T_1397,43,31,30,33,42,34,45,35,38,39,49,48,36,36,38,30
T_1398,24,17,17,26,16,19,25,19,21,21,27,26,20,20,21,17
T_1399,20,15,14,22,20,11,21,17,18,19,23,23,17,17,18,14
T_1400,27,19,19,29,26,22,20,22,24,24,31,30,22,22,24,19
T_1401,41,29,29,44,40,33,43,23,36,37,47,45,34,34,37,29
T_1402,10,7,7,11,9,8,10,8,6,9,11,11,8,8,9,7
T_1403,26,19,18,28,25,21,27,21,23,16,29,29,21,21,23,18
T_1404,26,19,18,28,25,21,27,21,23,23,21,29,21,21,23,18
T_1405,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_1406,19,14,14,21,19,16,20,16,17,18,22,22,11,16,17,14
T_1407,33,24,24,36,32,27,35,27,30,30,38,37,28,19,30,23
T_1408,43,31,30,47,42,34,45,35,38,39,49,48,36,36,27,30
T_1409,11,8,8,12,10,9,11,9,10,10,12,12,9,9,10,5
T_1410,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18
T_1411,25,25,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1412,18,9,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_1413,19,14,10,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1414,13,9,9,10,13,10,14,11,12,12,15,14,11,11,12,9
T_1415,10,7,7,11,7,8,10,8,9,9,11,11,8,8,9,7
T_1416,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_1417,20,15,14,22,20,16,15,17,18,19,23,23,17,17,18,14
T_1418,38,27,27,41,37,30,39,22,34,34,43,42,31,31,34,26
T_1419,10,7,7,11,9,8,10,8,6,9,11,11,8,8,9,7
T_1420,38,27,27,41,37,30,39,31,34,24,43,42,31,31,34,26
T_1421,25,18,17,27,24,20,26,20,22,22,20,28,20,20,22,17
T_1422,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_1423,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_1424,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_1425,42,30,30,46,41,34,44,34,37,38,48,47,35,35,26,29
T_1426,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18
T_1427,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_1428,26,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_1429,39,19,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_1430,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6
T_1431,43,31,30,33,42,34,45,35,38,39,49,48,36,36,38,30
T_1432,32,23,23,35,22,26,34,26,29,29,37,36,27,27,29,23
T_1433,37,26,26,40,35,21,38,30,33,33,42,41,30,30,33,26
T_1434,30,22,21,33,29,24,22,25,27,27,34,33,25,25,27,21
T_1435,43,31,30,47,42,34,45,25,38,39,49,48,36,36,38,30
T_1436,39,28,27,42,38,31,41,32,24,35,44,43,32,32,35,27
T_1437,10,7,7,11,9,8,10,8,9,6,11,11,8,8,9,7
T_1438,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7
T_1439,37,26,26,40,35,29,38,30,33,33,42,28,30,30,33,26
T_1440,39,28,27,42,38,31,41,32,35,35,44,43,22,32,35,27
T_1441,15,11,11,16,15,12,16,12,13,14,17,17,12,9,13,11
T_1442,16,12,11,18,16,13,17,13,14,15,18,18,13,13,10,11
T_1443,28,20,20,30,27,22,29,23,25,25,32,31,23,23,25,14
T_1444,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_1445,20,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_1446,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_1447,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_1448,39,28,27,29,38,31,41,32,35,35,44,43,32,32,35,27
T_1449,19,14,14,21,13,16,20,16,17,18,22,22,16,16,17,14
T_1450,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_1451,26,19,18,28,25,21,19,21,23,23,29,29,21,21,23,18
T_1452,26,19,18,28,25,21,27,15,23,23,29,29,21,21,23,18
T_1453,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_1454,19,14,14,21,19,16,20,16,17,12,22,22,16,16,17,14
T_1455,32,23,23,35,31,26,34,26,29,29,26,36,27,27,29,23
T_1456,11,8,8,12,10,9,11,9,10,10,12,8,9,9,10,8
T_1457,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_1458,43,31,30,47,42,34,45,35,38,39,49,48,36,25,38,30
T_1459,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14
T_1460,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,10
T_1461,25,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_1462,26,26,26,40,35,29,38,30,33,33,42,41,30,30,33,26
T_1463,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_1464,41,29,20,44,40,33,43,34,36,37,47,45,34,34,37,29
T_1465,18,13,13,14,18,15,19,15,16,17,21,20,15,15,16,13
T_1466,12,8,8,13,8,9,12,10,11,11,14,13,10,10,11,8
T_1467,23,16,16,25,22,13,24,19,20,20,26,25,19,19,20,16
T_1468,13,9,9,14,13,10,9,11,12,12,15,14,11,11,12,9
T_1469,23,16,16,25,22,18,24,13,20,20,26,25,19,19,20,16
T_1470,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11
T_1471,22,15,15,23,21,17,23,18,19,14,25,24,18,18,19,15
T_1472,26,19,18,28,25,21,27,21,23,23,21,29,21,21,23,18
T_1473,18,13,13,20,18,15,19,15,16,17,21,14,15,15,16,13
T_1474,30,22,21,33,29,24,32,25,27,27,34,33,17,25,27,21
T_1475,38,27,27,41,37,30,39,31,34,34,43,42,31,22,34,26
T_1476,41,29,29,44,40,33,43,34,36,37,47,45,34,34,26,29
T_1477,23,16,16,25,22,18,24,19,20,20,26,25,19,19,20,11
T_1478,28,20,20,30,27,22,29,23,25,25,32,31,23,23,25,20
T_1479,17,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_1480,36,18,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1481,18,13,9,20,18,15,19,15,16,17,21,20,15,15,16,13
T_1482,41,29,29,31,40,33,43,34,36,37,47,45,34,34,37,29
T_1483,42,30,30,46,28,34,44,34,37,38,48,47,35,35,37,29
T_1484,28,20,20,30,27,16,29,23,25,25,32,31,23,23,25,20
T_1485,39,28,27,42,38,31,28,32,35,35,44,43,32,32,35,27
T_1486,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_1487,14,10,10,15,14,11,15,11,9,13,16,16,12,12,12,10
T_1488,39,28,27,42,38,31,41,32,35,25,44,43,32,32,35,27
T_1489,39,28,27,42,38,31,41,32,35,35,31,43,32,32,35,27
T_1490,28,20,20,30,27,22,29,23,25,25,32,22,23,23,25,20
T_1491,24,17,17,26,23,19,25,19,21,21,27,26,14,20,21,17
T_1492,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_1493,14,10,10,15,14,11,15,11,12,13,16,16,12,12,9,10
T_1494,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15
T_1495,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,29
T_1496,14,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_1497,36,18,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1498,13,9,6,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1499,26,19,18,20,25,21,27,21,23,23,29,29,21,21,23,18
T_1500,24,17,17,26,16,19,25,19,21,21,27,26,20,20,21,17
T_1501,28,20,20,30,27,16,29,23,25,25,32,31,23,23,25,20
T_1502,31,22,22,34,30,25,23,26,28,28,36,35,26,26,28,22
T_1503,12,8,8,13,11,9,12,7,11,11,14,13,10,10,11,8
T_1504,14,10,10,15,14,11,15,11,9,13,16,16,12,12,12,10
T_1505,13,9,9,14,13,10,14,11,12,8,15,14,11,11,12,9
T_1506,43,31,30,47,42,34,45,35,38,39,34,48,36,36,38,30
T_1507,22,15,15,23,21,17,23,18,19,20,25,17,18,18,19,15
T_1508,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_1509,34,25,24,37,33,28,36,28,31,31,39,38,28,20,31,24
T_1510,17,12,12,19,17,14,18,14,15,16,20,19,14,14,11,12
T_1511,36,25,25,39,34,28,37,29,32,32,41,39,29,29,32,17
T_1512,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_1513,18,19,18,28,25,21,27,21,23,23,29,29,21,21,23,18
T_1514,33,17,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_1515,32,23,16,35,31,26,34,26,29,29,37,36,27,27,29,23
T_1516,10,7,7,7,9,8,10,8,9,9,11,11,8,8,9,7
T_1517,29,21,21,32,20,23,30,24,26,26,33,32,24,24,26,20
T_1518,12,8,8,13,11,7,12,10,11,11,14,13,10,10,11,8
T_1519,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7
T_1520,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_1521,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_1522,32,23,23,35,31,26,34,26,29,20,37,36,27,27,29,23
T_1523,33,24,24,36,32,27,35,27,30,30,27,37,28,28,30,23
T_1524,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_1525,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_1526,38,27,27,41,37,30,39,31,34,34,43,42,31,22,34,26
T_1527,16,12,11,18,16,13,17,13,14,15,18,18,13,13,10,11
T_1528,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,10
T_1529,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
